"no","generasi","pertanyaan","pertanyaan_ner","lapis_terjemahan","sql_asli_1baris","sql_dipakai_1baris","error"
"167","v3","tampilkan jumlah nilai temuan produk sarana distribusi pada tahun 2025?","tampilkan jumlah nilai temuan produk sarana distribusi pada tahun <YEAR>?","-","SELECT mp.komoditi, mpt.tp_kategori, sum(mpt.tp_harga_total) FROM public.mv_pemeriksaan mp LEFT OUTER JOIN public.mv_pemeriksaan_temuan mpt ON mp.id = mpt.id_pemeriksaan WHERE EXTRACT(YEAR FROM tanggal_mulai) = 2025 AND lower(sarana) LIKE '%distribusi%' AND lower(kesimpulan) = 'tmk' AND status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') GROUP BY 1, 2;","SELECT mp.komoditi, mpt.tp_kategori, sum(mpt.tp_harga_total) FROM public.mv_pemeriksaan mp LEFT OUTER JOIN public.mv_pemeriksaan_temuan mpt ON mp.id = mpt.id_pemeriksaan WHERE EXTRACT(YEAR FROM tanggal_mulai) = 2025 AND lower(sarana) LIKE '%distribusi%' AND lower(kesimpulan) = 'tmk' AND status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') GROUP BY 1, 2;",""
"168","v3","tampilkan jumlah sarana produksi kategori mk dan tmk per komoditi, periode, wilayah, dan cakupan upt.","tampilkan jumlah <FACILITY TYPE> kategori <CLASSIFICATION> dan <CLASSIFICATION> per <COMMODITY NAME>, periode, wilayah, dan cakupan upt.","-","SELECT EXTRACT(YEAR FROM mp.tanggal_mulai), sarana, komoditi, kabupaten_kota, kesimpulan, count(nama_sarana) FROM public.mv_pemeriksaan mp WHERE lower(sarana) LIKE '%produksi%' AND mp.status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') GROUP BY 1, 2, 3, 4, 5;","SELECT EXTRACT(YEAR FROM mp.tanggal_mulai), sarana, komoditi, kabupaten_kota, kesimpulan, count(nama_sarana) FROM public.mv_pemeriksaan mp WHERE lower(sarana) LIKE '%produksi%' AND mp.status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') GROUP BY 1, 2, 3, 4, 5;",""
"169","v3","tampilkan jumlah sarana yang tidak dapat diperiksa di wilayah upt surabaya dan pada tahun 2025","tampilkan jumlah sarana yang tidak dapat diperiksa di wilayah upt <CITY NAME> dan pada tahun <YEAR>","-","SELECT nama_sarana, kabupaten_kota, kesimpulan, tanggal_mulai FROM public.mv_pemeriksaan WHERE kabupaten_kota ILIKE '%surabaya%' AND kesimpulan = 'TDP' AND EXTRACT(YEAR FROM tanggal_mulai) = 2025;","SELECT nama_sarana, kabupaten_kota, kesimpulan, tanggal_mulai FROM public.mv_pemeriksaan WHERE kabupaten_kota ILIKE '%surabaya%' AND kesimpulan = 'TDP' AND EXTRACT(YEAR FROM tanggal_mulai) = 2025;",""
"170","v3","tampilkan jumlah temuan produk sarana distribusi pada tahun 2025?","tampilkan jumlah temuan produk sarana distribusi pada tahun <YEAR>?","-","SELECT mp.komoditi, mpt.tp_kategori, sum(mpt.tp_jml_temuan) FROM public.mv_pemeriksaan mp LEFT OUTER JOIN public.mv_pemeriksaan_temuan mpt ON mp.id = mpt.id_pemeriksaan WHERE EXTRACT(YEAR FROM tanggal_mulai) = 2025 AND lower(sarana) LIKE '%distribusi%' AND lower(kesimpulan) = 'tmk' AND status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') GROUP BY 1, 2;","SELECT mp.komoditi, mpt.tp_kategori, sum(mpt.tp_jml_temuan) FROM public.mv_pemeriksaan mp LEFT OUTER JOIN public.mv_pemeriksaan_temuan mpt ON mp.id = mpt.id_pemeriksaan WHERE EXTRACT(YEAR FROM tanggal_mulai) = 2025 AND lower(sarana) LIKE '%distribusi%' AND lower(kesimpulan) = 'tmk' AND status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') GROUP BY 1, 2;",""
"171","v3","tampilkan jumlah temuan produk tmk (tie, rusak, kedaluwarsa) pada sarana peredaran per wilayah kerja masing-masing upt.","tampilkan jumlah temuan produk tmk (tie, rusak, kedaluwarsa) pada sarana peredaran per wilayah kerja masing-masing upt.","-","SELECT mp.kabupaten_kota, mpt.tp_kategori, sum(mpt.tp_jml_temuan) FROM public.mv_pemeriksaan mp LEFT OUTER JOIN public.mv_pemeriksaan_temuan mpt ON mp.id = mpt.id_pemeriksaan WHERE lower(mpt.tp_kategori) LIKE '%lain - lain%' AND lower(kesimpulan) = 'tmk' AND lower(mp.sarana) LIKE '%distribusi%' AND status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') GROUP BY 1,2;","SELECT mp.kabupaten_kota, mpt.tp_kategori, sum(mpt.tp_jml_temuan) FROM public.mv_pemeriksaan mp LEFT OUTER JOIN public.mv_pemeriksaan_temuan mpt ON mp.id = mpt.id_pemeriksaan WHERE lower(mpt.tp_kategori) LIKE '%lain - lain%' AND lower(kesimpulan) = 'tmk' AND lower(mp.sarana) LIKE '%distribusi%' AND status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') GROUP BY 1,2;",""
"172","v3","tampilkan ketepatan waktu pelaporan sipt oleh balai besar pom di bandung dengan menampilkan data tanggal pemeriksaan dan tanggal kirim data sipt ke pusat yang kurang dari 30 hari kerja dan lebih dari ","tampilkan ketepatan waktu pelaporan sipt oleh <HALL NAME> dengan menampilkan data tanggal pemeriksaan dan tanggal kirim data sipt ke pusat yang kurang dari 30 hari kerja dan lebih dari 30 hari kerja.","-","WITH waktu AS ( SELECT mpl.id_pemeriksaan, MIN(mpl.created_at) FILTER (WHERE mpl.urutan_step = 3) AS t3, MIN(mpl.created_at) FILTER (WHERE mpl.urutan_step = 4) AS t4 FROM public.mv_pemeriksaan_log AS mpl GROUP BY mpl.id_pemeriksaan ), kerja AS ( SELECT w.id_pemeriksaan, w.t3, w.t4, ( SELECT COUNT(*) FROM generate_series(w.t3::date, w.t4::date - 1, '1 day') AS d(hari) WHERE EXTRACT(DOW FROM hari) BETWEEN 1 AND 5 -- Senin–Jumat ) AS workdays_between FROM waktu w WHERE w.t3 IS NOT NULL AND w.t4 IS NOT NULL AND w.t4::date > w.t3::date ) SELECT k.id_pemeriksaan, mp.nama_upt, mp.nama_sarana, k.t3 AS tanggal_ka_balai, k.t4 AS tanggal_pusat, k.workdays_between FROM kerja k JOIN public.mv_pemeriksaan mp ON mp.id = k.id_pemeriksaan WHERE k.workdays_between > 30 ORDER BY k.id_pemeriksaan;","WITH waktu AS ( SELECT mpl.id_pemeriksaan, MIN(mpl.created_at) FILTER (WHERE mpl.urutan_step = 3) AS t3, MIN(mpl.created_at) FILTER (WHERE mpl.urutan_step = 4) AS t4 FROM public.mv_pemeriksaan_log AS mpl GROUP BY mpl.id_pemeriksaan ), kerja AS ( SELECT w.id_pemeriksaan, w.t3, w.t4, ( SELECT COUNT(*) FROM generate_series(w.t3::date, w.t4::date - 1, '1 day') AS d(hari) WHERE EXTRACT(DOW FROM hari) BETWEEN 1 AND 5 -- Senin–Jumat ) AS workdays_between FROM waktu w WHERE w.t3 IS NOT NULL AND w.t4 IS NOT NULL AND w.t4::date > w.t3::date ) SELECT k.id_pemeriksaan, mp.nama_upt, mp.nama_sarana, k.t3 AS tanggal_ka_balai, k.t4 AS tanggal_pusat, k.workdays_between FROM kerja k JOIN public.mv_pemeriksaan mp ON mp.id = k.id_pemeriksaan WHERE k.workdays_between > 30 ORDER BY k.id_pemeriksaan;",""
"173","v3","tampilkan ketepatan waktu pelaporan sipt oleh balai dengan menampilkan data tanggal pemeriksaan dan tanggal kirim data sipt ke pusat yang kurang dari 30 hari kerja dan lebih dari 30 hari kerja untuk b","tampilkan ketepatan waktu pelaporan sipt oleh balai dengan menampilkan data tanggal pemeriksaan dan tanggal kirim data sipt ke pusat yang kurang dari 30 hari kerja dan lebih dari 30 hari kerja untuk <","-","WITH waktu AS ( SELECT mpl.id_pemeriksaan, MIN(mpl.created_at) FILTER (WHERE mpl.urutan_step = 3) AS t3, MIN(mpl.created_at) FILTER (WHERE mpl.urutan_step = 4) AS t4 FROM public.mv_pemeriksaan_log AS mpl GROUP BY mpl.id_pemeriksaan ), kerja AS ( SELECT w.id_pemeriksaan, w.t3, w.t4, ( SELECT COUNT(*) FROM generate_series(w.t3::date, w.t4::date - 1, '1 day') AS d(hari) WHERE EXTRACT(DOW FROM hari) BETWEEN 1 AND 5 -- Senin–Jumat ) AS workdays_between FROM waktu w WHERE w.t3 IS NOT NULL AND w.t4 IS NOT NULL AND w.t4::date > w.t3::date ) SELECT k.id_pemeriksaan, mp.nama_upt, mp.nama_sarana, k.t3 AS tanggal_ka_balai, k.t4 AS tanggal_pusat, k.workdays_between FROM kerja k JOIN public.mv_pemeriksaan mp ON mp.id = k.id_pemeriksaan WHERE lower(mp.nama_upt) LIKE '%pom di jakarta%' ORDER BY k.id_pemeriksaan;","WITH waktu AS ( SELECT mpl.id_pemeriksaan, MIN(mpl.created_at) FILTER (WHERE mpl.urutan_step = 3) AS t3, MIN(mpl.created_at) FILTER (WHERE mpl.urutan_step = 4) AS t4 FROM public.mv_pemeriksaan_log AS mpl GROUP BY mpl.id_pemeriksaan ), kerja AS ( SELECT w.id_pemeriksaan, w.t3, w.t4, ( SELECT COUNT(*) FROM generate_series(w.t3::date, w.t4::date - 1, '1 day') AS d(hari) WHERE EXTRACT(DOW FROM hari) BETWEEN 1 AND 5 -- Senin–Jumat ) AS workdays_between FROM waktu w WHERE w.t3 IS NOT NULL AND w.t4 IS NOT NULL AND w.t4::date > w.t3::date ) SELECT k.id_pemeriksaan, mp.nama_upt, mp.nama_sarana, k.t3 AS tanggal_ka_balai, k.t4 AS tanggal_pusat, k.workdays_between FROM kerja k JOIN public.mv_pemeriksaan mp ON mp.id = k.id_pemeriksaan WHERE lower(mp.nama_upt) LIKE '%pom di jakarta%' ORDER BY k.id_pemeriksaan;",""
"174","v3","tampilkan merek-merek temuan produk kosmetik pada pemeriksaan tahun 2025 diurutkan berdasarkan temuan yang terbanyak?","tampilkan merek-merek temuan <PRODUCT NAME> pada pemeriksaan tahun <YEAR> diurutkan berdasarkan temuan yang terbanyak?","-","SELECT mpt.product_brands, mp.komoditi, mpt.tp_kategori, count(*) FROM public.mv_pemeriksaan mp JOIN public.mv_pemeriksaan_temuan mpt ON mp.id = mpt.id_pemeriksaan WHERE EXTRACT(YEAR FROM tanggal_mulai) = 2025 AND LOWER(komoditi) LIKE '%kosmetik%' AND mp.status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') GROUP BY 1, 2, 3;","SELECT mpt.product_brands, mp.komoditi, mpt.tp_kategori, count(*) FROM public.mv_pemeriksaan mp JOIN public.mv_pemeriksaan_temuan mpt ON mp.id = mpt.id_pemeriksaan WHERE EXTRACT(YEAR FROM tanggal_mulai) = 2025 AND LOWER(komoditi) LIKE '%kosmetik%' AND mp.status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') GROUP BY 1, 2, 3;",""
"175","v3","tampilkan merek-merek temuan produk obat tradisional; suplemen kesehatan; obat kuasi pada pemeriksaan tahun 2025?","tampilkan merek-merek temuan <CLASSIFICATION>; <CLASSIFICATION>; <CLASSIFICATION> pada pemeriksaan tahun <YEAR>?","-","SELECT mpt.product_brands, count(*) FROM public.mv_pemeriksaan mp LEFT OUTER JOIN public.mv_pemeriksaan_temuan mpt ON mp.id = mpt.id_pemeriksaan WHERE (lower(komoditi) LIKE '%obat%' OR lower(komoditi) LIKE '%obat tradisional%' OR lower(komoditi) LIKE '%suplemen kesehatan%') AND lower(kesimpulan) = 'tmk' AND status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') GROUP BY 1 ORDER BY 2 DESC;","SELECT mpt.product_brands, count(*) FROM public.mv_pemeriksaan mp LEFT OUTER JOIN public.mv_pemeriksaan_temuan mpt ON mp.id = mpt.id_pemeriksaan WHERE (lower(komoditi) LIKE '%obat%' OR lower(komoditi) LIKE '%obat tradisional%' OR lower(komoditi) LIKE '%suplemen kesehatan%') AND lower(kesimpulan) = 'tmk' AND status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') GROUP BY 1 ORDER BY 2 DESC;",""
"176","v3","Tampilkan negara-negara dengan temuan impor pada tahun 2025 negara dengan input text selain indonesia","Tampilkan negara-negara dengan temuan impor pada tahun <YEAR> negara dengan input text selain <COUNTRY NAME>","-","select mpt.tp_negara, sum(mpt.tp_harga_total) from mv_pemeriksaan_temuan mpt join mv_pemeriksaan mp on mpt.id_pemeriksaan = mp.id where lower(mpt.tp_negara) != 'indonesia' and mpt.tp_harga_total is not null and extract(year from mp.tanggal_selesai) = 2025 group by 1 order by 2 desc","select mpt.tp_negara, sum(mpt.tp_harga_total) from mv_pemeriksaan_temuan mpt join mv_pemeriksaan mp on mpt.id_pemeriksaan = mp.id where lower(mpt.tp_negara) != 'indonesia' and mpt.tp_harga_total is not null and extract(year from mp.tanggal_selesai) = 2025 group by 1 order by 2 desc",""
"177","v3","tampilkan perbandingan jumlah sarana mk dibanding jumlah keseluruhan sarana yang diperiksa pada loka pom di kab. belitung pada triwulan i tahun 2025 dalam bentuk angka dan presentase.","tampilkan perbandingan jumlah <FACILITY TYPE> dibanding jumlah keseluruhan <FACILITY TYPE> pada loka pom di <REGENCY NAME> pada triwulan i tahun <YEAR> dalam bentuk angka dan presentase.","-","SELECT COUNT(*) AS total_sarana, COUNT(CASE WHEN lower(mp.kesimpulan) = 'mk' THEN 1 END) AS jumlah_sarana_mk, CAST( COUNT(CASE WHEN lower(mp.kesimpulan) = 'mk' THEN 1 END) AS NUMERIC ) * 100 / COUNT(*) AS persentase_mk FROM public.mv_pemeriksaan mp WHERE lower(mp.kabupaten_kota) LIKE '%belitung%' AND mp.status IN ('VERIFY4', 'VERIFY5', 'VERIFY6', 'VERIFY7', 'FINISHED') AND EXTRACT(YEAR FROM mp.tanggal_mulai) = 2025 AND EXTRACT(MONTH FROM mp.tanggal_mulai) IN (1, 2, 3);","SELECT COUNT(*) AS total_sarana, COUNT(CASE WHEN lower(mp.kesimpulan) = 'mk' THEN 1 END) AS jumlah_sarana_mk, CAST( COUNT(CASE WHEN lower(mp.kesimpulan) = 'mk' THEN 1 END) AS NUMERIC ) * 100 / COUNT(*) AS persentase_mk FROM public.mv_pemeriksaan mp WHERE lower(mp.kabupaten_kota) LIKE '%belitung%' AND mp.status IN ('VERIFY4', 'VERIFY5', 'VERIFY6', 'VERIFY7', 'FINISHED') AND EXTRACT(YEAR FROM mp.tanggal_mulai) = 2025 AND EXTRACT(MONTH FROM mp.tanggal_mulai) IN (1, 2, 3);",""
"178","v3","tampilkan perbandingan jumlah sarana tmk dibanding jumlah keseluruhan sarana yang diperiksa loka pom di kab. belitung pada triwulan i tahun 2025 dalam bentuk angka dan presentase","tampilkan perbandingan jumlah <FACILITY TYPE> dibanding jumlah keseluruhan <FACILITY TYPE> loka pom di <REGENCY NAME> pada triwulan i tahun <YEAR> dalam bentuk angka dan presentase","-","SELECT COUNT(*) AS total_sarana, COUNT(CASE WHEN lower(mp.kesimpulan) = 'tmk' THEN 1 END) AS jumlah_sarana_tmk, CAST( COUNT(CASE WHEN lower(mp.kesimpulan) = 'tmk' THEN 1 END) AS NUMERIC ) * 100 / COUNT(*) AS persentase_tmk FROM public.mv_pemeriksaan mp WHERE lower(mp.kabupaten_kota) LIKE '%belitung%' AND mp.status IN ('VERIFY4', 'VERIFY5', 'VERIFY6', 'VERIFY7', 'FINISHED') AND EXTRACT(YEAR FROM mp.tanggal_mulai) = 2025 AND EXTRACT(MONTH FROM mp.tanggal_mulai) IN (1, 2, 3);","SELECT COUNT(*) AS total_sarana, COUNT(CASE WHEN lower(mp.kesimpulan) = 'tmk' THEN 1 END) AS jumlah_sarana_tmk, CAST( COUNT(CASE WHEN lower(mp.kesimpulan) = 'tmk' THEN 1 END) AS NUMERIC ) * 100 / COUNT(*) AS persentase_tmk FROM public.mv_pemeriksaan mp WHERE lower(mp.kabupaten_kota) LIKE '%belitung%' AND mp.status IN ('VERIFY4', 'VERIFY5', 'VERIFY6', 'VERIFY7', 'FINISHED') AND EXTRACT(YEAR FROM mp.tanggal_mulai) = 2025 AND EXTRACT(MONTH FROM mp.tanggal_mulai) IN (1, 2, 3);",""
"179","v3","Tampilkan persentase ketepatan grading hasil pemeriksaan di UPT Balai POM di Bogor pada tahun 2025 Grading A -> kesimpulan harus MK Grading B-C -> kesimpulan harus TMK","Tampilkan persentase ketepatan grading hasil pemeriksaan di <FACILITY TYPE> di <REGENCY NAME> pada tahun <YEAR> <CLASSIFICATION> -> kesimpulan harus <CONCLUSION TYPE> <CLASSIFICATION> -> kesimpulan ha","-","WITH data_grading AS ( SELECT mp.grade, mp.kesimpulan, CASE WHEN UPPER(mp.grade) = 'A' AND UPPER(mp.kesimpulan) = 'MK' THEN 1 WHEN UPPER(mp.grade) IN ('B', 'C') AND UPPER(mp.kesimpulan) = 'TMK' THEN 1 ELSE 0 END AS tepat FROM mv_pemeriksaan mp WHERE EXTRACT(YEAR FROM mp.tanggal_mulai) = 2025 AND mp.grade IS NOT NULL AND LOWER(mp.nama_upt) LIKE '%bogor%' ) SELECT grade, COUNT(*) AS total_pemeriksaan, SUM(tepat) AS jumlah_tepat, COUNT(*) - SUM(tepat) AS jumlah_tidak_tepat, ROUND((SUM(tepat)::decimal / NULLIF(COUNT(*), 0)) * 100, 2) AS persentase_ketepatan FROM data_grading GROUP BY grade ORDER BY grade;","WITH data_grading AS ( SELECT mp.grade, mp.kesimpulan, CASE WHEN UPPER(mp.grade) = 'A' AND UPPER(mp.kesimpulan) = 'MK' THEN 1 WHEN UPPER(mp.grade) IN ('B', 'C') AND UPPER(mp.kesimpulan) = 'TMK' THEN 1 ELSE 0 END AS tepat FROM mv_pemeriksaan mp WHERE EXTRACT(YEAR FROM mp.tanggal_mulai) = 2025 AND mp.grade IS NOT NULL AND LOWER(mp.nama_upt) LIKE '%bogor%' ) SELECT grade, COUNT(*) AS total_pemeriksaan, SUM(tepat) AS jumlah_tepat, COUNT(*) - SUM(tepat) AS jumlah_tidak_tepat, ROUND((SUM(tepat)::decimal / NULLIF(COUNT(*), 0)) * 100, 2) AS persentase_ketepatan FROM data_grading GROUP BY grade ORDER BY grade;",""
"180","v3","tampilkan persentase ketepatan waktu pelaporan hasil pemeriksaan dari upt dengan nama Balai POM di Bogor di tw 1 2025 (syarat : tepat waktu jika pelaporan hasil pemeriksaan maksimal tanggal 15 bulan s","tampilkan persentase ketepatan waktu pelaporan hasil pemeriksaan dari upt dengan nama <HALL NAME> di <REGENCY NAME> di tw 1 <YEAR> (syarat : tepat waktu jika pelaporan hasil pemeriksaan maksimal tangg","-","WITH laporan_q1_2025 AS ( -- Langkah 1: Ambil data tanggal penting dari Balai POM di Bogor di Q1 2025 SELECT mp.nama_upt, mpl.id_pemeriksaan, MIN(mpl.created_at) FILTER (WHERE mpl.urutan_step = 2) AS tanggal_pemeriksaan, MIN(mpl.created_at) FILTER (WHERE mpl.urutan_step = 3) AS tanggal_pelaporan FROM public.mv_pemeriksaan AS mp JOIN public.mv_pemeriksaan_log AS mpl ON mp.id = mpl.id_pemeriksaan WHERE lower(mp.nama_upt) LIKE '%balai pom di bogor%' AND EXTRACT(YEAR FROM mpl.created_at) = 2025 AND EXTRACT(MONTH FROM mpl.created_at) IN (1, 2, 3) -- Q1 (Januari, Februari, Maret) GROUP BY 1, 2 ) -- Langkah 2: Hitung jumlah total laporan dan jumlah laporan yang tepat waktu SELECT CAST( COUNT(CASE WHEN -- Syarat tepat waktu: tanggal pelaporan maksimal tgl 15 bulan berikutnya tanggal_pelaporan::date <= (DATE_TRUNC('month', tanggal_pemeriksaan) + INTERVAL '1 month' + INTERVAL '14 days')::date THEN 1 END) AS NUMERIC ) * 100 / COUNT(*) AS persentase_tepat_waktu FROM laporan_q1_2025;","WITH laporan_q1_2025 AS ( -- Langkah 1: Ambil data tanggal penting dari Balai POM di Bogor di Q1 2025 SELECT mp.nama_upt, mpl.id_pemeriksaan, MIN(mpl.created_at) FILTER (WHERE mpl.urutan_step = 2) AS tanggal_pemeriksaan, MIN(mpl.created_at) FILTER (WHERE mpl.urutan_step = 3) AS tanggal_pelaporan FROM public.mv_pemeriksaan AS mp JOIN public.mv_pemeriksaan_log AS mpl ON mp.id = mpl.id_pemeriksaan WHERE lower(mp.nama_upt) LIKE '%balai pom di bogor%' AND EXTRACT(YEAR FROM mpl.created_at) = 2025 AND EXTRACT(MONTH FROM mpl.created_at) IN (1, 2, 3) -- Q1 (Januari, Februari, Maret) GROUP BY 1, 2 ) -- Langkah 2: Hitung jumlah total laporan dan jumlah laporan yang tepat waktu SELECT CAST( COUNT(CASE WHEN -- Syarat tepat waktu: tanggal pelaporan maksimal tgl 15 bulan berikutnya tanggal_pelaporan::date <= (DATE_TRUNC('month', tanggal_pemeriksaan) + INTERVAL '1 month' + INTERVAL '14 days')::date THEN 1 END) AS NUMERIC ) * 100 / COUNT(*) AS persentase_tepat_waktu FROM laporan_q1_2025;",""
"181","v3","Tampilkan persentase ketepatan waktu pelaporan SIPT oleh Balai POM di Bandung","Tampilkan persentase ketepatan waktu pelaporan SIPT oleh Balai POM di <CITY NAME>","-","WITH data_sipt AS ( SELECT mp.nama_upt, mp.day_mulai_selesai, CASE WHEN mp.day_mulai_selesai < 30 THEN 'Tepat Waktu' ELSE 'Terlambat' END AS kategori_waktu FROM mv_pemeriksaan mp WHERE LOWER(mp.nama_upt) LIKE '%bandung%' AND mp.day_mulai_selesai IS NOT NULL ) SELECT kategori_waktu, COUNT(*) AS jumlah_laporan, ROUND((COUNT(*)::decimal / NULLIF(SUM(COUNT(*)) OVER (), 0)) * 100, 2) AS persentase FROM data_sipt GROUP BY kategori_waktu ORDER BY persentase DESC;","WITH data_sipt AS ( SELECT mp.nama_upt, mp.day_mulai_selesai, CASE WHEN mp.day_mulai_selesai < 30 THEN 'Tepat Waktu' ELSE 'Terlambat' END AS kategori_waktu FROM mv_pemeriksaan mp WHERE LOWER(mp.nama_upt) LIKE '%bandung%' AND mp.day_mulai_selesai IS NOT NULL ) SELECT kategori_waktu, COUNT(*) AS jumlah_laporan, ROUND((COUNT(*)::decimal / NULLIF(SUM(COUNT(*)) OVER (), 0)) * 100, 2) AS persentase FROM data_sipt GROUP BY kategori_waktu ORDER BY persentase DESC;",""
"182","v3","tampilkan persentase mk tmk hasil pemeriksaan sarana pangan olahan md untuk tujuan pemeriksaan pemeriksaan rutin dari seluruh upt di tahun 2025 dalam bentuk diagram batang","tampilkan persentase mk tmk hasil pemeriksaan <FACILITY TYPE> untuk tujuan pemeriksaan <PURPOSE TYPE> dari seluruh upt di tahun <YEAR> dalam bentuk diagram batang","-","SELECT nama_upt, mp.kesimpulan, COUNT(*) FROM public.mv_pemeriksaan mp WHERE lower(jenis_sarana) LIKE '%pangan md%' AND lower(tujuan_pemeriksaan) LIKE '%pemeriksaan rutin%' AND mp.status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') AND EXTRACT(YEAR FROM mp.tanggal_mulai) = 2025 GROUP BY 1,2;","SELECT nama_upt, mp.kesimpulan, COUNT(*) FROM public.mv_pemeriksaan mp WHERE lower(jenis_sarana) LIKE '%pangan md%' AND lower(tujuan_pemeriksaan) LIKE '%pemeriksaan rutin%' AND mp.status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') AND EXTRACT(YEAR FROM mp.tanggal_mulai) = 2025 GROUP BY 1,2;",""
"183","v3","Tampilkan profil kepatuhan pelaku usaha sarana produksi dan distribusi per komoditi untuk tahun 2025","Tampilkan profil kepatuhan pelaku usaha <FACILITY TYPE> dan <FACILITY TYPE> per <COMMODITY NAME> untuk tahun <YEAR>","-","select sarana, mp.komoditi, mp.kesimpulan, count(*) from mv_pemeriksaan mp where extract(year from mp.tanggal_mulai) = 2025 and lower(mp.sarana) in ('produksi', 'distribusi') group by 1, 2, 3","select sarana, mp.komoditi, mp.kesimpulan, count(*) from mv_pemeriksaan mp where extract(year from mp.tanggal_mulai) = 2025 and lower(mp.sarana) in ('produksi', 'distribusi') group by 1, 2, 3",""
"184","v3","tampilkan profil pemeriksaan sarana produksi obat dan makanan selama periode 2025 dalam bentuk tabel dan grafik jumlah sarana produksi mk, tmk, tidak dapat dinilai, tutup per jenis komoditi (obat, oba","tampilkan profil pemeriksaan <FACILITY TYPE> selama periode <YEAR> dalam bentuk tabel dan grafik jumlah sarana produksi <CLASSIFICATION>, <CLASSIFICATION>, <CLASSIFICATION>, <CLASSIFICATION> per jenis","-","SELECT EXTRACT(YEAR FROM tanggal_mulai) AS tahun, EXTRACT(MONTH FROM tanggal_mulai) AS BULAN, sarana, jenis_sarana, kesimpulan, count(*) FROM public.mv_pemeriksaan mp WHERE lower(sarana) LIKE '%produksi%' AND (lower(jenis_sarana) LIKE '%obat' OR lower(jenis_sarana) LIKE '%pangan%') AND EXTRACT(YEAR FROM tanggal_mulai) = 2025 AND status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') GROUP BY 1, 2, 3, 4, 5 ORDER BY 1, 2, 3, 4, 5;","SELECT EXTRACT(YEAR FROM tanggal_mulai) AS tahun, EXTRACT(MONTH FROM tanggal_mulai) AS BULAN, sarana, jenis_sarana, kesimpulan, count(*) FROM public.mv_pemeriksaan mp WHERE lower(sarana) LIKE '%produksi%' AND (lower(jenis_sarana) LIKE '%obat' OR lower(jenis_sarana) LIKE '%pangan%') AND EXTRACT(YEAR FROM tanggal_mulai) = 2025 AND status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') GROUP BY 1, 2, 3, 4, 5 ORDER BY 1, 2, 3, 4, 5;",""
"185","v3","tampilkan profil temuan ketidaksesuaian berdasarkan hasil pemeriksaan pada tahun 2025.","tampilkan profil temuan ketidaksesuaian berdasarkan hasil pemeriksaan pada tahun <YEAR>.","-","SELECT mpt.tp_kategori, count(*) AS jumlah_pemeriksaan, sum(mpt.tp_jml_temuan) AS jumlah_temuan, sum(mpt.tp_harga_total) AS nilai_temuan FROM public.mv_pemeriksaan mp LEFT OUTER JOIN public.mv_pemeriksaan_temuan mpt ON mp.id = mpt.id_pemeriksaan WHERE lower(kesimpulan) = 'tmk' AND status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') AND EXTRACT(YEAR FROM tanggal_mulai) = 2025 GROUP BY 1;","SELECT mpt.tp_kategori, count(*) AS jumlah_pemeriksaan, sum(mpt.tp_jml_temuan) AS jumlah_temuan, sum(mpt.tp_harga_total) AS nilai_temuan FROM public.mv_pemeriksaan mp LEFT OUTER JOIN public.mv_pemeriksaan_temuan mpt ON mp.id = mpt.id_pemeriksaan WHERE lower(kesimpulan) = 'tmk' AND status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') AND EXTRACT(YEAR FROM tanggal_mulai) = 2025 GROUP BY 1;",""
"186","v3","Tampilkan proporsi klasifikasi sarana peredaran yang diperiksa di Balai POM di Bandung","Tampilkan proporsi klasifikasi sarana peredaran yang diperiksa di <HALL NAME> di <CITY NAME>","-","select mp.klasifikasi_sarana, count(*) from mv_pemeriksaan mp where lower(mp.sarana) = 'distribusi' and lower(mp.nama_upt) like '%bandung%' group by 1","select mp.klasifikasi_sarana, count(*) from mv_pemeriksaan mp where lower(mp.sarana) = 'distribusi' and lower(mp.nama_upt) like '%bandung%' group by 1",""
